id,road,region,value,city
2204,Monthermer Road,Cathays,0.015455849,Cardiff
2205,Monthermer Road,Roath,0.0775375,Cardiff
2206,Moor King Close,Trowbridge,0.184838182,Cardiff
2207,Moordale Road,Grangetown,0.0686875,Cardiff
2208,Moore Close,Ely,0.094826,Cardiff
2209,Moore Road,Ely,0.175072917,Cardiff
2210,Moorhead Close,Splott,0.034581429,Cardiff
2211,Moorland Road,Adamsdown,0.04511,Cardiff
2212,Moorland Road,Splott,0.040173448,Cardiff
2213,Moors Lane,Splott,0.10577,Cardiff
2214,Morel Court,Grangetown,0.142188571,Cardiff
2215,Morfa Crescent,Trowbridge,0.189377308,Cardiff
2216,Morgan Street,Adamsdown,0.006346667,Cardiff
2217,Morlais Street,Roath,0.202074211,Cardiff
2218,Morris Avenue,Llanishen,0.121107229,Cardiff
2219,Morris Finer Close,Caerau,0.157926176,Cardiff
2220,Mortimer Road,Pontcanna,0.044391389,Cardiff
2221,Mostyn Road,Ely,0.086253846,Cardiff
2222,Mostyn Square,Llanishen,0.072881875,Cardiff
2223,Mount Pleasant Avenue,Llanrumney,0.181815714,Cardiff
2224,Mount Pleasant Avenue,Rumney,0.23445,Cardiff
2225,Mount Pleasant Lane,Llanrumney,0.049877778,Cardiff
2226,Mount St Denys,Lisvane,0.353438261,Cardiff
2227,Mount Stuart Square,Butetown,0.058985614,Cardiff
2228,Mountbatten Close,Cyncoed,0.173108056,Cardiff
2229,Moy Road,Roath,0.009690676,Cardiff
2230,Muirton Road,Tremorfa,0.220808415,Cardiff
2231,Mulberry Drive,Pontprennau,0.146215,Cardiff
2232,Mullins Avenue,Rumney,0.206290667,Cardiff
2233,Mullins Avenue,Trowbridge,0.11385,Cardiff
2234,Mundy Place,Cathays,0.022256471,Cardiff
2235,Mur Gwyn,Rhiwbina,0.136483929,Cardiff
2236,Murrayfield Road,Heath,0.184205667,Cardiff
2237,Murrel Close,Caerau,0.097179259,Cardiff
2238,Museum Avenue,Castle,0.405511429,Cardiff
2239,Museum Place,Castle,0.078870588,Cardiff
2240,Mylo-Griffiths Close,Llandaff,0.17618125,Cardiff
2241,Mynachdy Road,Gabalfa,0.067359798,Cardiff
2242,Mynachdy Road,Llandaff North,0.188243208,Cardiff
2243,Nant-Fawr Close,Cyncoed,0.270658462,Cardiff
2244,Nant-Fawr Crescent,Cyncoed,0.20378871,Cardiff
2245,Nant-Fawr Road,Cyncoed,0.217676129,Cardiff
2246,Nant-y-Drope,St. Fagans,0.206954211,Cardiff
2247,Nant Walla,Rhiwbina,0.353524,Cardiff
2248,Nant y Dowlais,Ely,0.045585,Cardiff
2249,Nant y Pepra,Ely,0.079145714,Cardiff
2250,Nant y Plac,Ely,0.093536667,Cardiff
2251,Nant y Rhos,Ely,0.20716,Cardiff
2252,Nant y Rhos,St. Fagans,0.2459475,Cardiff
2253,Nant y Wedal,Cathays,0.2331388,Cardiff
2254,Nant yr Arthur,Ely,0.09326,Cardiff
2255,Nant yr Ely,Ely,0.08264,Cardiff
2256,Narberth Road,Caerau,0.095338936,Cardiff
2257,Naseby Close,Pontprennau,0.40724625,Cardiff
2258,Nasturtium Way,Pontprennau,0.113413333,Cardiff
2259,Neath Street,Splott,0.009912667,Cardiff
2260,Neilson Close,Splott,0.12603,Cardiff
2261,Nesta Road,Canton,0.014355,Cardiff
2262,Nettlefold Road,Splott,0.203614,Cardiff
2263,Neville Place,Riverside,0.121303846,Cardiff
2264,Neville Street,Riverside,0.075261591,Cardiff
2265,Nevin Crescent,Rumney,0.144714255,Cardiff
2266,New George Street,Butetown,0.038869412,Cardiff
2267,New Road,Rumney,0.228579442,Cardiff
2268,New Zealand Road,Gabalfa,0.231967705,Cardiff
2269,Newborough Avenue,Llanishen,0.352624143,Cardiff
2270,Newent Road,Trowbridge,0.250353333,Cardiff
2271,Newfoundland Road,Gabalfa,0.086353929,Cardiff
2272,Newgale Place,Caerau,0.088514615,Cardiff
2273,Newlands Road,Trowbridge,0.289982222,Cardiff
2274,Newminster Road,Penylan,0.179719615,Cardiff
2275,Newport Road,Adamsdown,0.093193733,Cardiff
2276,Newport Road,Castle,0.095195625,Cardiff
2277,Newport Road,Llanrumney,0.336852213,Cardiff
2278,Newport Road,Old St. Mellons,0.334708252,Cardiff
2279,Newport Road,Penylan,0.06151599,Cardiff
2280,Newport Road,Roath,0.132981958,Cardiff
2281,Newport Road,Rumney,0.214074645,Cardiff
2282,Newport Road,Trowbridge,0.433811304,Cardiff
2283,Newport Street,Grangetown,0.059451579,Cardiff
2284,Newton Road,Canton,0.02336,Cardiff
2285,Newton Road,Grangetown,0.01410875,Cardiff
2286,Newton Road,Trowbridge,0.1249525,Cardiff
2287,Neyland Place,Caerau,0.132297407,Cardiff
2288,Nicholas Close,Radyr and Morganstown,0.025436667,Cardiff
2289,Nicholson Webb Close,Llandaff,0.151888636,Cardiff
2290,Ninian Park Road,Riverside,0.024338031,Cardiff
2291,Ninian Road,Roath,0.354709424,Cardiff
2292,Nora Street,Adamsdown,0.072618125,Cardiff
2293,Norbury Avenue,Fairwater,0.054885,Cardiff
2294,Norbury Road,Fairwater,0.07695931,Cardiff
2295,Norfolk Street,Canton,0.00745,Cardiff
2296,Norman Road,Whitchurch,0.074696842,Cardiff
2297,Norman Street,Cathays,0.067485,Cardiff
2298,Norrell Close,Canton,0.04843,Cardiff
2299,North Church Street,Butetown,0.109058182,Cardiff
2300,North Clive Street,Grangetown,0.028320426,Cardiff
2301,North Edward Street,Castle,0.014654706,Cardiff
2302,North Luton Place,Adamsdown,0.011214545,Cardiff
2303,North Morgan Street,Riverside,0.00535625,Cardiff
2304,North Park Road,Splott,0.165506,Cardiff
2305,North Park Road,Tremorfa,0.256882222,Cardiff
2306,North Rise,Llanishen,0.144386889,Cardiff
2307,North Road,Castle,0.289491879,Cardiff
2308,North Road,Cathays,0.160267216,Cardiff
2309,North Road,Gabalfa,0.114693114,Cardiff
2310,North Road,Heath,0.0924,Cardiff
2311,North Road,Llandaff North,0.219733333,Cardiff
2312,North Road,Whitchurch,0.226994615,Cardiff
2313,North Street,Grangetown,0.00427,Cardiff
2314,Northam Avenue,Llanrumney,0.1448055,Cardiff
2315,Northcote Lane,Roath,0.064928947,Cardiff
2316,Northcote Street,Roath,0.0322455,Cardiff
2317,Northern Avenue,Heath,0.234165345,Cardiff
2318,Northlands,Rumney,0.040639545,Cardiff
2319,Northumberland Street,Canton,0.006354706,Cardiff
2320,Norton Avenue,Heath,0.049052667,Cardiff
2321,Norwood,Thornhill,0.128139074,Cardiff
2322,Nottage Road,Ely,0.153780526,Cardiff
2323,Nottingham Street,Canton,0.0138705,Cardiff
2324,O'Leary Drive,Grangetown,0.294571667,Cardiff
2325,Oak Tree Close,Radyr and Morganstown,0.09045375,Cardiff
2326,Oak Way,Fairwater,0.181818947,Cardiff
2327,Oak Wood Avenue,Penylan,0.124626235,Cardiff
2328,Oakdene Close,Cyncoed,0.291540769,Cardiff
2329,Oakfield Road,Roath,0.038592667,Cardiff
2330,Oakfield Street,Roath,0.315510862,Cardiff
2331,Oakford Close,Pontprennau,0.12411,Cardiff
2332,Oaklands Close,Trowbridge,0.098121429,Cardiff
2333,Oakleafe Drive,Pontprennau,0.104926667,Cardiff
2334,Oakmead Close,Pontprennau,0.090645,Cardiff
2335,Oakmeadow Drive,Trowbridge,0.13608913,Cardiff
2336,Oakridge,Thornhill,0.138952353,Cardiff
2337,Ocean Way,Butetown,0.4793,Cardiff
2338,Ocean Way,Splott,0.280986025,Cardiff
2339,Ochr y Coed,Thornhill,0.411493333,Cardiff
2340,Ogmore Road,Caerau,0.1074035,Cardiff
2341,Ogwen Drive,Cyncoed,0.19254,Cardiff
2342,Okehampton Avenue,Llanrumney,0.095759655,Cardiff
2343,Old Church Road,Heath,0.15843,Cardiff
2344,Old Church Road,Whitchurch,0.153090462,Cardiff
2345,Old Clipper Road,Butetown,0.00012,Cardiff
2346,Old Hill,Old St. Mellons,0.599906667,Cardiff
2347,Old Hill,Rumney,0.16966,Cardiff
2348,Old Mill Road,Lisvane,0.809154571,Cardiff
2349,Old Newport Road,Old St. Mellons,0.486681,Cardiff
2350,Old Port Road,Wenvoe,0.633195455,Cardiff
2351,Old School Road,Caerau,0.073817,Cardiff
2352,Old Vicarage Close,Llanishen,0.127655714,Cardiff
2353,Ollivant Close,Llandaff,0.1859125,Cardiff
2354,Ontario Way,Cyncoed,0.287847727,Cardiff
2355,Orange Grove,Fairwater,0.135443061,Cardiff
2356,Orbit Street,Adamsdown,0.032754167,Cardiff
2357,Orchard Castle,Thornhill,0.293618431,Cardiff
2358,Orchard Court,Lisvane,0.182208,Cardiff
2359,Orchard Drive,Whitchurch,0.514680833,Cardiff
2360,Orchard Grove,Radyr and Morganstown,0.22681,Cardiff
2361,Orchard Park,Trowbridge,0.134213111,Cardiff
2362,Orchard Place,Pontcanna,0.018640588,Cardiff
2363,Orchid Close,Trowbridge,0.135347143,Cardiff
2364,Ordell Street,Splott,0.004752692,Cardiff
2365,Oregano Close,Trowbridge,0.099931429,Cardiff
2366,Orhcard Drive,Whitchurch,0.1425,Cardiff
2367,Ormonde Close,Penylan,0.161194167,Cardiff
2368,Osborne Square,Grangetown,0.3117525,Cardiff
2369,Osprey Close,Trowbridge,0.142517,Cardiff
2370,Oswestry Close,Rumney,0.206526,Cardiff
2371,Othery Place,Llanrumney,0.154860556,Cardiff
2372,Overstone Court,Butetown,0.080240588,Cardiff
2373,Ovington Terrace,Canton,0.100727917,Cardiff
2374,Owain Close,Cyncoed,0.293058,Cardiff
2375,Oxford Lane,Roath,0.092452188,Cardiff
2376,Oxford Street,Roath,0.090863571,Cardiff
2377,Oxwich Close,Fairwater,0.187906111,Cardiff
2378,Pace Close,Llandaff,0.13124,Cardiff
2379,Pacific Road,Splott,0.096052368,Cardiff
2380,Padarn Close,Cyncoed,0.103971053,Cardiff
2381,Page Drive,Tremorfa,0.094042759,Cardiff
2382,Paget Street,Grangetown,0.158422182,Cardiff
2383,Palace Avenue,Llandaff,0.060916429,Cardiff
2384,Palace Road,Llandaff,0.212995116,Cardiff
2385,Pallot Way,Tremorfa,0.0988335,Cardiff
2386,Palmers Drive,Caerau,0.175724444,Cardiff
2387,Pant Glas,Pentwyn,0.132860759,Cardiff
2388,Pant Tawel Lane,Radyr and Morganstown,0.660659833,Cardiff
2389,Pant y Deri Close,Caerau,0.11636875,Cardiff
2390,Pant yr Wyn,Penylan,0.146265385,Cardiff
2391,Pantbach Avenue,Heath,0.164698462,Cardiff
2392,Pantbach Place,Heath,0.078790714,Cardiff
2393,Pantbach Road,Heath,0.119233898,Cardiff
2394,Panteg Close,Ely,0.1882108,Cardiff
2395,Pantmawr Road,Rhiwbina,0.430406321,Cardiff
2396,Pantmawr Road,Whitchurch,0.172864583,Cardiff
2397,Paper Mill Road,Canton,0.3454972,Cardiff
2398,Parc Tŷ Glas,Llanishen,0.161004153,Cardiff
2399,Park Avenue,Wenvoe,0.198726875,Cardiff
2400,Park Avenue,Whitchurch,0.098875185,Cardiff
2401,Park Crescent,Whitchurch,0.171299,Cardiff
2402,Park End Court,Cyncoed,0.30813625,Cardiff
2403,Park End Lane,Cyncoed,0.361773158,Cardiff
2404,Park Grove,Castle,0.167721333,Cardiff
2405,Park Lane,Whitchurch,0.227954872,Cardiff
2406,Park Place,Castle,0.181162727,Cardiff
2407,Park Road,Radyr and Morganstown,0.195917547,Cardiff
2408,Park Road,Whitchurch,0.419604091,Cardiff
2409,Park Street,Castle,0.011655806,Cardiff
2410,Park View Court,Whitchurch,0.204804286,Cardiff
2411,Parker Place,Ely,0.075285172,Cardiff
2412,Parker Road,Ely,0.137041282,Cardiff
2413,Parkfield Place,Gabalfa,0.142226316,Cardiff
2414,Parkstone Avenue,Old St. Mellons,0.251996667,Cardiff
2415,Parkwall Road,Pontprennau,0.641000833,Cardiff
2416,Parkway,Trowbridge,0.167481667,Cardiff
2417,Parracombe Close,Llanrumney,0.06342,Cardiff
2418,Parracombe Crescent,Llanrumney,0.131762647,Cardiff
2419,Parry Street,Canton,0.012711667,Cardiff
2420,Partridge Road,Roath,0.23076,Cardiff
2421,Pascal Close,Trowbridge,0.0358675,Cardiff
2422,Patchway Crescent,Llanrumney,0.110333103,Cardiff
2423,Patreane Way,Ely,0.234895424,Cardiff
2424,Patterdale Close,Penylan,0.190511111,Cardiff
2425,Pavaland Close,Trowbridge,0.150380625,Cardiff
2426,Peach Place,Fairwater,0.144003333,Cardiff
2427,Pearce Close,Trowbridge,0.187156667,Cardiff
2428,Pearl Place,Adamsdown,0.08685,Cardiff
2429,Pearl Street,Adamsdown,0.025744625,Cardiff
2430,Pearson Street,Roath,0.026230769,Cardiff
2431,Peckham Close,Llandaff,0.100591333,Cardiff
2432,Pedair Erw Road,Heath,0.235911053,Cardiff
2433,Pellett Street,Adamsdown,0.003655,Cardiff
2434,Pembroke Road,Canton,0.018751351,Cardiff
2435,Pen-y-Bryn Place,Gabalfa,0.271271111,Cardiff
2436,Pen-y-Bryn Road,Gabalfa,0.056204815,Cardiff
2437,Pen-y-Groes Avenue,Rhiwbina,0.11603,Cardiff
2438,Pen-Y-Lan Place,Penylan,0.129295833,Cardiff
2439,Pen-y-lan Road,Penylan,0.195633793,Cardiff
2440,Pen-y-lan Road,Roath,0.2127162,Cardiff
2441,Pen-Y-Lan Terrace,Penylan,0.183754545,Cardiff
2442,Pen-Y-Wain Road,Roath,0.040876892,Cardiff
2443,Pen Lasgan,Trowbridge,0.067752857,Cardiff
2444,Pen y Bryn Road,Cyncoed,0.287374167,Cardiff
2445,Pen Y Bryn Way,Gabalfa,0.176094118,Cardiff
2446,Pen y Cefn,Thornhill,0.181741538,Cardiff
2447,Pen y Darren Drive,Whitchurch,0.309867778,Cardiff
2448,Pen y Dre,Rhiwbina,0.227514453,Cardiff
2449,Pen y Graig,Rhiwbina,0.088031538,Cardiff
2450,Pen y groes Road,Rhiwbina,0.241681111,Cardiff
2451,Pen Y Peel Road,Canton,0.020340833,Cardiff
2452,Pen y Wain Place,Roath,0.054525714,Cardiff
2453,Penally Road,Caerau,0.217441071,Cardiff
2454,Penarth Road,Butetown,0.045911429,Cardiff
2455,Penarth Road,Castle,0.005042222,Cardiff
2456,Penarth Road,Grangetown,0.088104183,Cardiff
2457,Pencader Road,Ely,0.1524264,Cardiff
2458,Pencisely Avenue,Canton,0.126852424,Cardiff
2459,Pencisely Crescent,Canton,0.08405913,Cardiff
2460,Pencisely Rise,Canton,0.093720571,Cardiff
2461,Pencisely Road,Canton,0.197211852,Cardiff
2462,Pencisely Road,Llandaff,0.263054823,Cardiff
2463,Pendine Road,Ely,0.076361795,Cardiff
2464,Pendoylan Court,Ely,0.274541667,Cardiff
2465,Pendragon Close,Thornhill,0.132654706,Cardiff
2466,Pendraw Place,Cyncoed,0.203367778,Cardiff
2467,Pendwyallt Road,Whitchurch,0.351599412,Cardiff
2468,Pendyris Street,Grangetown,0.044309167,Cardiff
2469,Penedre,Llandaff,0.30211,Cardiff
2470,Pengam Road,Tremorfa,0.070337568,Cardiff
2471,Pengwern Road,Ely,0.066871591,Cardiff
2472,Penhevad Street,Grangetown,0.026767833,Cardiff
2473,Penhill Close,Llandaff,0.274846429,Cardiff
2474,Penhill Road,Llandaff,0.2696075,Cardiff
2475,Penhill Road,Pontcanna,0.182583824,Cardiff
2476,Penlline Court,Whitchurch,0.252223846,Cardiff
2477,Penlline Road,Whitchurch,0.156509074,Cardiff
2478,Penlline Street,Roath,0.031277692,Cardiff
2479,Penllyn Road,Canton,0.048760769,Cardiff
2480,Penmaen Walk,Ely,0.0706212,Cardiff
2481,Penmark Green,Ely,0.233320303,Cardiff
2482,Penmark Road,Ely,0.101356957,Cardiff
2483,Pennant Crescent,Cyncoed,0.220647879,Cardiff
2484,Pennard Place,Llandaff North,0.152364,Cardiff
2485,Pennine Close,Llanishen,0.113755714,Cardiff
2486,Pennsylvania,Llanedeyrn,0.296178053,Cardiff
2487,Pennyroyal Close,Trowbridge,0.135605,Cardiff
2488,Penrhos,Radyr and Morganstown,0.11546963,Cardiff
2489,Penrhos Crescent,Rumney,0.171869524,Cardiff
2490,Penrhyn Close,Trowbridge,0.055708462,Cardiff
2491,Pensarn Road,Trowbridge,0.05476913,Cardiff
2492,Pentre Gardens,Grangetown,0.142114894,Cardiff
2493,Pentre Place,Grangetown,0.013385,Cardiff
2494,Pentre Street,Grangetown,0.0586732,Cardiff
2495,Pentrebane Road,Fairwater,0.17220514,Cardiff
2496,Pentrebane Road,St. Fagans,0.228600612,Cardiff
2497,Pentrebane Street,Grangetown,0.101899412,Cardiff
2498,Pentwyn,Radyr and Morganstown,0.179391778,Cardiff
2499,Pentwyn Drive,Pentwyn,0.4650299,Cardiff
2500,Pentwyn Link Road,Old St. Mellons,0.497804545,Cardiff
2501,Pentwyn Link Road,Pontprennau,0.578887143,Cardiff
2502,Pentwyn Road,Cyncoed,0.2956675,Cardiff
2503,Pentwyn Road,Pentwyn,0.316234753,Cardiff
2504,Pentyrch Street,Cathays,0.026566744,Cardiff
2505,Penygarn Road,Ely,0.054242,Cardiff
2506,Penylan Oval,Penylan,0.317402778,Cardiff
2507,Peppermint Drive,Pontprennau,0.189798387,Cardiff
2508,Pepys Crescent,Llanrumney,0.130838182,Cardiff
2509,Percival Close,Thornhill,0.167622,Cardiff
2510,Percy Street,Butetown,0.049418333,Cardiff
2511,Perrots Close,Fairwater,0.162439643,Cardiff
2512,Petherton Mews,Llandaff,0.059208421,Cardiff
2513,Petherton Place,Llanrumney,0.077364167,Cardiff
2514,Pethybridge Road,Ely,0.0917947,Cardiff
2515,Philip Close,Heath,0.095854444,Cardiff
2516,Philip Street,Riverside,0.243179,Cardiff
2517,Phoenix Way,Heath,0.087185636,Cardiff
2518,Pickwick Close,Thornhill,0.17113125,Cardiff
2519,Picton Place,Riverside,0.08093,Cardiff
2520,Picton Walk,Riverside,0.017027143,Cardiff
2521,Piercefield Place,Adamsdown,0.013018,Cardiff
2522,Pierhead Street,Butetown,0.0437228,Cardiff
2523,Pilgrim Close,Radyr and Morganstown,0.10736,Cardiff
2524,Pilton Place,Gabalfa,0.310911429,Cardiff
2525,Pine Tree  Close,Radyr and Morganstown,0.154675,Cardiff
2526,Pine Wood Crescent,Penylan,0.085984,Cardiff
2527,Pinecrest Drive,Thornhill,0.185007794,Cardiff
2528,Pinehurst Road,Fairwater,0.1744875,Cardiff
2529,Piper Close,Llandaff,0.066344,Cardiff
2530,Pipkin Close,Pontprennau,0.02695375,Cardiff
2531,Pitman Street,Pontcanna,0.175641667,Cardiff
2532,Pitmedden Close,Trowbridge,0.222548571,Cardiff
2533,Planet Street,Adamsdown,0.006713571,Cardiff
2534,Plantagenet Street,Riverside,0.019375758,Cardiff
2535,Plas-Mawr Road,Fairwater,0.22385703,Cardiff
2536,Plas Newydd,Whitchurch,0.207697273,Cardiff
2537,Plas Treoda,Whitchurch,0.315726471,Cardiff
2538,Plas y Biswail,Trowbridge,0.097352857,Cardiff
2539,Plas y Delyn,Lisvane,0.153338889,Cardiff
2540,Plas y Llan,Whitchurch,0.23328125,Cardiff
2541,Plas y Mynach,Radyr and Morganstown,0.125463226,Cardiff
2542,Plasnewydd Place,Roath,0.0962575,Cardiff
2543,Plasnewydd Road,Roath,0.024971064,Cardiff
2544,Plasnewydd Square,Roath,0.124191667,Cardiff
2545,Plasturton Avenue,Pontcanna,0.298955926,Cardiff
2546,Plasturton Gardens,Pontcanna,0.3194315,Cardiff
2547,Plasturton Place,Pontcanna,0.1896335,Cardiff
2548,Plymouth Dr,Radyr and Morganstown,0.311331053,Cardiff
2549,Plymouth Wood Close,Ely,0.325658537,Cardiff
2550,Plymouth Wood Crescent,Ely,0.06852125,Cardiff
2551,Plymouth Wood Road,Ely,0.096170125,Cardiff
2552,Pomeroy Street,Butetown,0.075097429,Cardiff
2553,Pommergelli Road,Llandaff North,0.0966,Cardiff
2554,Pontcanna Mews,Pontcanna,0.024303333,Cardiff
2555,Pontcanna Place,Pontcanna,0.002926,Cardiff
2556,Pontcanna Street,Pontcanna,0.135721034,Cardiff
2557,Pontfaen,Cyncoed,0.454041111,Cardiff
2558,Pontrilas Close,Ely,0.063984,Cardiff
2559,Poplar Close,Fairwater,0.039238,Cardiff
2560,Poplar Road,Fairwater,0.134590851,Cardiff
2561,Poppyfield Close,Trowbridge,0.130135455,Cardiff
2562,Porlock Road,Llanrumney,0.182612273,Cardiff
2563,Port Madoc Road,Trowbridge,0.08045,Cardiff
2564,Port Road,Ely,0.3140575,Cardiff
2565,Port Road,Wenvoe,0.3212995,Cardiff
2566,Portfield Crescent,Llanishen,0.2437212,Cardiff
2567,Porth Teigr,Butetown,0.12762,Cardiff
2568,Porthamal Gardens,Rhiwbina,0.237149375,Cardiff
2569,Porthamal Road,Rhiwbina,0.149674314,Cardiff
2570,Porthcawl Road,Caerau,0.072250645,Cardiff
2571,Porthkerry Place,Gabalfa,0.062082143,Cardiff
2572,Portland Place,Lisvane,0.4767725,Cardiff
2573,Portmanmoor Road,Splott,0.156741148,Cardiff
2574,Powderham Drive,Grangetown,0.210478472,Cardiff
2575,Prendergast Place,Caerau,0.029499286,Cardiff
2576,Prestatyn Road,Trowbridge,0.094703636,Cardiff
2577,Preswylfa Street,Canton,0.024123636,Cardiff
2578,Priest Road,Adamsdown,0.097398,Cardiff
2579,Primrose Close,Rumney,0.058015,Cardiff
2580,Prince Leopold Street,Adamsdown,0.106222857,Cardiff
2581,Princes Avenue,Roath,0.094894,Cardiff
2582,Princes Court,Roath,0.096043636,Cardiff
2583,Princes Street,Roath,0.246158605,Cardiff
2584,Pritchard Close,Llandaff,0.056440909,Cardiff
2585,Prospect Drive,Llandaff,0.2191972,Cardiff
2586,Pum Erw Road,Heath,0.0959135,Cardiff
2587,Purbeck Street,Canton,0.122751667,Cardiff
2588,Purcell Road,Llanrumney,0.197110588,Cardiff
2589,Pwll Mawr Avenue,Rumney,0.210587,Cardiff
2590,Pwllmelin Lane,Llandaff,0.425983333,Cardiff
2591,Pwllmelin Road,Fairwater,0.273347177,Cardiff
2592,Pwllmelin Road,Llandaff,0.291332958,Cardiff
2593,Pyle Road,Caerau,0.141717059,Cardiff
2594,Quarry Close,Fairwater,0.102545556,Cardiff
2595,Quarry Crescent,Fairwater,0.191078,Cardiff
2596,Quarry Dale,Rumney,0.115368966,Cardiff
2597,Quay Street,Castle,0.042338571,Cardiff
2598,Queen Anne Square,Cathays,0.197828784,Cardiff
2599,Queen Wood Close,Penylan,0.420744,Cardiff
2600,Queens Drive,Wenvoe,0.05387,Cardiff
2601,Queens Road,Butetown,0.00012,Cardiff
2602,Queens Road South,Butetown,0.00012,Cardiff
2603,Queensberry Road,Penylan,0.244389,Cardiff
2604,Queenwood,Penylan,0.416094324,Cardiff
2605,Quentin Street,Gabalfa,0.0633575,Cardiff
2606,Rachel Close,Llandaff,0.201778667,Cardiff
2607,Radnor Road,Canton,0.029827308,Cardiff
2608,Radyr Court Close,Llandaff,0.147341351,Cardiff
2609,Radyr Court Rise,Llandaff,0.25422,Cardiff
2610,Radyr Court Road,Llandaff,0.669335366,Cardiff
2611,Radyr Farm Road,Radyr and Morganstown,0.39969,Cardiff
2612,Radyr Place,Llandaff North,0.112117727,Cardiff
2613,Radyr Road,Llandaff North,0.047144839,Cardiff
2614,Raglan Close,Trowbridge,0.03413,Cardiff
2615,Ragnall Close,Thornhill,0.078423333,Cardiff
2616,Railway Street,Gabalfa,0.112363333,Cardiff
2617,Railway Street,Splott,0.011993033,Cardiff
2618,Railway Terrace,Riverside,0.193338824,Cardiff
2619,Rambler Close,Thornhill,0.191336,Cardiff
2620,Ramsons Way,St. Fagans,0.130041154,Cardiff
2621,Rannoch Drive,Cyncoed,0.297509123,Cardiff
2622,Ravens Court Close,Penylan,0.214335833,Cardiff
2623,Ravensbrook,Radyr and Morganstown,0.229173333,Cardiff
2624,Rawden Mews,Riverside,0.133393125,Cardiff
2625,Rawden Place,Riverside,0.11561,Cardiff
2626,Reardon Smith Court,Fairwater,0.182263548,Cardiff
2627,Rectory Road,Canton,0.036805556,Cardiff
2628,Red House Close,Ely,0.1207625,Cardiff
2629,Red House Crescent,Ely,0.099794314,Cardiff
2630,Red House Place,Ely,0.139404286,Cardiff
2631,Red House Road,Ely,0.0725,Cardiff
2632,Redbrink Court,Ely,0.213396,Cardiff
2633,Redcliffe Avenue,Canton,0.037777619,Cardiff
2634,Redlaver Street,Grangetown,0.015425556,Cardiff
2635,Redwood Close,Trowbridge,0.123227778,Cardiff
2636,Redwood Court,Llanishen,0.246749231,Cardiff
2637,Regent Avenue,Wenvoe,0.004172632,Cardiff
2638,Regent Gardens,Whitchurch,0.056067778,Cardiff
2639,Regina Terrace,Canton,0.0248425,Cardiff
2640,Reigate Close,Thornhill,0.162565714,Cardiff
2641,Relf Road,Rumney,0.23162,Cardiff
2642,Rennie Street,Riverside,0.045107273,Cardiff
2643,Restways Close,Fairwater,0.3845756,Cardiff
2644,Rheidol Close,Llanishen,0.152657143,Cardiff
2645,Rhigos Gardens,Cathays,0.240730435,Cardiff
2646,Rhiwbina Hill,Rhiwbina,0.549925809,Cardiff
2647,Rhiwbina Hill,Tongwynlais,0.814371667,Cardiff
2648,Rhiwlas,Thornhill,0.1291115,Cardiff
2649,Rhododendron Close,Pentwyn,0.1721075,Cardiff
2650,Rhos Llan,Rhiwbina,0.136464,Cardiff
2651,Rhossilly Avenue,Rumney,0.16352,Cardiff
2652,Rhossilly Road,Rumney,0.226269737,Cardiff
2653,Rhyd-y-penau Road,Cyncoed,0.235825714,Cardiff
2654,Rhyd y Penau Close,Cyncoed,0.096864,Cardiff
2655,Rhydhelig Avenue,Heath,0.106704154,Cardiff
2656,Rhygoes Street,Cathays,0.013909667,Cardiff
2657,Rhyl Road,Rumney,0.147977188,Cardiff
2658,Rhymney River Bridge Road,Penylan,0.038551525,Cardiff
2659,Rhymney Street,Cathays,0.046876852,Cardiff
2660,Rhymney Terrace,Cathays,0.037902727,Cardiff
2661,Rialto Court,Whitchurch,0.088925556,Cardiff
2662,Richard Lewis Close,Llandaff,0.156865,Cardiff
2663,Richards Place,Adamsdown,5.67E-05,Cardiff
2664,Richards Street,Cathays,0.093830435,Cardiff
2665,Richards Terrace,Adamsdown,0.097958095,Cardiff
2666,Richmond Crescent,Roath,0.287433125,Cardiff
2667,Richmond Road,Roath,0.183891569,Cardiff
2668,Richs Road,Heath,0.10961,Cardiff
2669,Ridgeway,Lisvane,0.186964949,Cardiff
2670,Ridgeway Road,Llanrumney,0.121275785,Cardiff
2671,Risca Close,Trowbridge,0.073486667,Cardiff
2672,River View,Llandaff North,0.335137273,Cardiff
2673,River View Court,Llandaff,0.222082857,Cardiff
2674,Riversdale,Llandaff,0.353071136,Cardiff
2675,Riverside Terrace,Caerau,0.197072963,Cardiff
2676,Roath Court Place,Roath,0.088081579,Cardiff
2677,Roath Court Road,Roath,0.156145873,Cardiff
2678,Roath Dock Road,Butetown,0.011940288,Cardiff
2679,Robert Street,Caerau,0.015093889,Cardiff
2680,Robert Street,Cathays,0.010977534,Cardiff
2681,Robin Close,Pentwyn,0.2365075,Cardiff
2682,Roche Crescent,Fairwater,0.18696973,Cardiff
2683,Rogerstone Close,Trowbridge,0.0381775,Cardiff
2684,Rolls Street,Riverside,0.047370435,Cardiff
2685,Roman Close,Caerau,0.013702857,Cardiff
2686,Romilly Crescent,Pontcanna,0.171376604,Cardiff
2687,Romilly Place,Canton,0.0439875,Cardiff
2688,Romilly Road,Canton,0.216140568,Cardiff
2689,Romilly Road,Pontcanna,0.03582,Cardiff
2690,Romilly Road West,Canton,0.038156341,Cardiff
2691,Ronald Place,Ely,0.144547143,Cardiff
